date,plot,range,column,scientificname,genotype,method,aboveground_dry_biomass,units,method_type
2018-07-31,MAC Field Scanner Season 6 Range 6 Column 14,6,14,Sorghum bicolor,PI562994,Whole above ground biomass at harvest,7340,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 7 Column 8,7,8,Sorghum bicolor,PI569427,Whole above ground biomass at harvest,6890,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 7 Column 14,7,14,Sorghum bicolor,PI506030,Whole above ground biomass at harvest,10600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 3,8,3,Sorghum bicolor,PI655978,Whole above ground biomass at harvest,5380,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 6,8,6,Sorghum bicolor,PI154988,Whole above ground biomass at harvest,13400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 8,8,8,Sorghum bicolor,PI179749,Whole above ground biomass at harvest,10700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 10,8,10,Sorghum bicolor,PI564163,Whole above ground biomass at harvest,10500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 12,8,12,Sorghum bicolor,PI646266,Whole above ground biomass at harvest,16100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 9 Column 5,9,5,Sorghum bicolor,PI156393,Whole above ground biomass at harvest,5980,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 9 Column 9,9,9,Sorghum bicolor,PI455301,Whole above ground biomass at harvest,10100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 10 Column 9,10,9,Sorghum bicolor,PI19770,Whole above ground biomass at harvest,12000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 10 Column 12,10,12,Sorghum bicolor,PI156330,Whole above ground biomass at harvest,10300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 11 Column 10,11,10,Sorghum bicolor,PI329519,Whole above ground biomass at harvest,8280,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 13 Column 11,13,11,Sorghum bicolor,PI569452,Whole above ground biomass at harvest,15600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 3,14,3,Sorghum bicolor,PI329478,Whole above ground biomass at harvest,6970,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 10,14,10,Sorghum bicolor,PI535796,Whole above ground biomass at harvest,17800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 11,14,11,Sorghum bicolor,PI329326,Whole above ground biomass at harvest,6090,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 13,14,13,Sorghum bicolor,PI526905,Whole above ground biomass at harvest,7600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 15 Column 10,15,10,Sorghum bicolor,PI562991,Whole above ground biomass at harvest,10400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 16 Column 3,16,3,Sorghum bicolor,PI155516,Whole above ground biomass at harvest,9520,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 16 Column 6,16,6,Sorghum bicolor,PI152862,Whole above ground biomass at harvest,11600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 16 Column 8,16,8,Sorghum bicolor,PI330169,Whole above ground biomass at harvest,11300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 17 Column 5,17,5,Sorghum bicolor,PI641825,Whole above ground biomass at harvest,15100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 17 Column 10,17,10,Sorghum bicolor,PI217691,Whole above ground biomass at harvest,17400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 21 Column 8,21,8,Sorghum bicolor,PI329605,Whole above ground biomass at harvest,8450,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 22 Column 2,22,2,Sorghum bicolor,PI569148,Whole above ground biomass at harvest,9160,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 22 Column 11,22,11,Sorghum bicolor,PI329843,Whole above ground biomass at harvest,5710,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 22 Column 13,22,13,Sorghum bicolor,PI329310,Whole above ground biomass at harvest,14700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 23 Column 5,23,5,Sorghum bicolor,PI329585,Whole above ground biomass at harvest,5610,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 23 Column 6,23,6,Sorghum bicolor,PI570038,Whole above ground biomass at harvest,14000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 23 Column 15,23,15,Sorghum bicolor,PI176766,Whole above ground biomass at harvest,12400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 25 Column 5,25,5,Sorghum bicolor,PI329319,Whole above ground biomass at harvest,5770,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 25 Column 9,25,9,Sorghum bicolor,PI586541,Whole above ground biomass at harvest,17200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 26 Column 2,26,2,Sorghum bicolor,PI196583,Whole above ground biomass at harvest,6200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 28 Column 3,28,3,Sorghum bicolor,PI152771,Whole above ground biomass at harvest,16900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 28 Column 6,28,6,Sorghum bicolor,PI563009,Whole above ground biomass at harvest,7860,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 31 Column 15,31,15,Sorghum bicolor,PI562897,Whole above ground biomass at harvest,10900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 32 Column 3,32,3,Sorghum bicolor,PI329550,Whole above ground biomass at harvest,9990,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 32 Column 10,32,10,Sorghum bicolor,PI152961,Whole above ground biomass at harvest,20100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 32 Column 14,32,14,Sorghum bicolor,PI563222,Whole above ground biomass at harvest,11100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 33 Column 10,33,10,Sorghum bicolor,PI563332,Whole above ground biomass at harvest,24400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 33 Column 11,33,11,Sorghum bicolor,PI569886,Whole above ground biomass at harvest,4110,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 34 Column 7,34,7,Sorghum bicolor,PI297155,Whole above ground biomass at harvest,6220,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 34 Column 14,34,14,Sorghum bicolor,PI646251,Whole above ground biomass at harvest,8930,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 34 Column 15,34,15,Sorghum bicolor,PI641850,Whole above ground biomass at harvest,12600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 35 Column 3,35,3,Sorghum bicolor,PI329465,Whole above ground biomass at harvest,8850,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 35 Column 8,35,8,Sorghum bicolor,PI521290,Whole above ground biomass at harvest,15800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 35 Column 12,35,12,Sorghum bicolor,PI562997,Whole above ground biomass at harvest,6320,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 36 Column 7,36,7,Sorghum bicolor,PI22913,Whole above ground biomass at harvest,8910,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 36 Column 14,36,14,Sorghum bicolor,PI329711,Whole above ground biomass at harvest,15200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 36 Column 15,36,15,Sorghum bicolor,PI453696,Whole above ground biomass at harvest,9880,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 37 Column 15,37,15,Sorghum bicolor,PI562990,Whole above ground biomass at harvest,3880,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 38 Column 4,38,4,Sorghum bicolor,PI146890,Whole above ground biomass at harvest,12400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 40 Column 6,40,6,Sorghum bicolor,PI63715,Whole above ground biomass at harvest,13600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 40 Column 7,40,7,Sorghum bicolor,PI155516,Whole above ground biomass at harvest,11500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 41 Column 14,41,14,Sorghum bicolor,PI641860,Whole above ground biomass at harvest,15500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 42 Column 6,42,6,Sorghum bicolor,PI527045,Whole above ground biomass at harvest,11600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 42 Column 7,42,7,Sorghum bicolor,PI562981,Whole above ground biomass at harvest,15300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 8,43,8,Sorghum bicolor,PI329394,Whole above ground biomass at harvest,14200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 13,43,13,Sorghum bicolor,PI329338,Whole above ground biomass at harvest,5110,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 45 Column 2,45,2,Sorghum bicolor,PI329546,Whole above ground biomass at harvest,2850,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 45 Column 4,45,4,Sorghum bicolor,PI229841,Whole above ground biomass at harvest,12200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 45 Column 15,45,15,Sorghum bicolor,PI330858,Whole above ground biomass at harvest,9740,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 48 Column 2,48,2,Sorghum bicolor,PI570031,Whole above ground biomass at harvest,9070,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 48 Column 3,48,3,Sorghum bicolor,PI569452,Whole above ground biomass at harvest,20100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 49 Column 14,49,14,Sorghum bicolor,PI152862,Whole above ground biomass at harvest,12300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 50 Column 5,50,5,Sorghum bicolor,PI570042,Whole above ground biomass at harvest,15000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 50 Column 10,50,10,Sorghum bicolor,PI651491,Whole above ground biomass at harvest,24800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 50 Column 13,50,13,Sorghum bicolor,PI152828,Whole above ground biomass at harvest,11400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 51 Column 15,51,15,Sorghum bicolor,PI563295,Whole above ground biomass at harvest,7630,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 13,20,13,Sorghum bicolor,PI656026,Whole above ground biomass at harvest,6230,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 19 Column 13,19,13,Sorghum bicolor,PI157030,Whole above ground biomass at harvest,11400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 21 Column 6,21,6,Sorghum bicolor,PI452542,Whole above ground biomass at harvest,12100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 21 Column 7,21,7,Sorghum bicolor,PI506122,Whole above ground biomass at harvest,13000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 31 Column 9,31,9,Sorghum bicolor,PI329699,Whole above ground biomass at harvest,16200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 42 Column 13,42,13,Sorghum bicolor,PI152965,Whole above ground biomass at harvest,13400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 4,20,4,Sorghum bicolor,PI535795,Whole above ground biomass at harvest,10700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 9,20,9,Sorghum bicolor,PI566819,Whole above ground biomass at harvest,17900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 15,20,15,Sorghum bicolor,PI569422,Whole above ground biomass at harvest,8150,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 3 Column 8,3,8,Sorghum bicolor,PI329440,Whole above ground biomass at harvest,17000,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 4 Column 3,4,3,Sorghum bicolor,PI570031,Whole above ground biomass at harvest,7880,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 4 Column 4,4,4,Sorghum bicolor,PI330182,Whole above ground biomass at harvest,14600,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 6 Column 2,6,2,Sorghum bicolor,PI329570,Whole above ground biomass at harvest,6520,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 6 Column 4,6,4,Sorghum bicolor,PI156326,Whole above ground biomass at harvest,8700,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 7 Column 4,7,4,Sorghum bicolor,PI329466,Whole above ground biomass at harvest,10800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 4,8,4,Sorghum bicolor,PI540518,Whole above ground biomass at harvest,14800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 5,8,5,Sorghum bicolor,PI585467,Whole above ground biomass at harvest,9570,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 10 Column 2,10,2,Sorghum bicolor,PI152967,Whole above ground biomass at harvest,11000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 10 Column 10,10,10,Sorghum bicolor,PI563329,Whole above ground biomass at harvest,11400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 11 Column 5,11,5,Sorghum bicolor,PI156268,Whole above ground biomass at harvest,7750,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 12 Column 4,12,4,Sorghum bicolor,PI576401,Whole above ground biomass at harvest,15000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 12 Column 9,12,9,Sorghum bicolor,PI35038,Whole above ground biomass at harvest,15800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 13 Column 8,13,8,Sorghum bicolor,PI157035,Whole above ground biomass at harvest,16700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 5,14,5,Sorghum bicolor,PI570106,Whole above ground biomass at harvest,11700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 14,14,14,Sorghum bicolor,PI641807,Whole above ground biomass at harvest,15100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 15,14,15,Sorghum bicolor,PI562971,Whole above ground biomass at harvest,7700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 15 Column 6,15,6,Sorghum bicolor,PI563032,Whole above ground biomass at harvest,21300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 17 Column 3,17,3,Sorghum bicolor,PI569264,Whole above ground biomass at harvest,17600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 17 Column 4,17,4,Sorghum bicolor,PI52606,Whole above ground biomass at harvest,17100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 17 Column 14,17,14,Sorghum bicolor,PI534120,Whole above ground biomass at harvest,7350,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 21 Column 10,21,10,Sorghum bicolor,PI569447,Whole above ground biomass at harvest,8310,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 22 Column 14,22,14,Sorghum bicolor,PI562781,Whole above ground biomass at harvest,5460,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 23 Column 7,23,7,Sorghum bicolor,PI329480,Whole above ground biomass at harvest,12000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 23 Column 14,23,14,Sorghum bicolor,PI330833,Whole above ground biomass at harvest,6950,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 24 Column 2,24,2,Sorghum bicolor,PI641892,Whole above ground biomass at harvest,8680,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 24 Column 9,24,9,Sorghum bicolor,PI255239,Whole above ground biomass at harvest,14100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 24 Column 10,24,10,Sorghum bicolor,PI266927,Whole above ground biomass at harvest,13100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 24 Column 13,24,13,Sorghum bicolor,PI330796,Whole above ground biomass at harvest,6860,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 25 Column 8,25,8,Sorghum bicolor,PI330185,Whole above ground biomass at harvest,13200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 25 Column 14,25,14,Sorghum bicolor,PI329473,Whole above ground biomass at harvest,12700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 26 Column 5,26,5,Sorghum bicolor,PI641807,Whole above ground biomass at harvest,22100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 31 Column 12,31,12,Sorghum bicolor,PI330184,Whole above ground biomass at harvest,16100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 32 Column 2,32,2,Sorghum bicolor,PI329632,Whole above ground biomass at harvest,8180,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 32 Column 4,32,4,Sorghum bicolor,PI330196,Whole above ground biomass at harvest,15300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 32 Column 5,32,5,Sorghum bicolor,PI641892,Whole above ground biomass at harvest,14300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 32 Column 6,32,6,Sorghum bicolor,PI157035,Whole above ground biomass at harvest,15000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 33 Column 8,33,8,Sorghum bicolor,PI329480,Whole above ground biomass at harvest,9460,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 33 Column 9,33,9,Sorghum bicolor,PI455307,Whole above ground biomass at harvest,12400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 35 Column 10,35,10,Sorghum bicolor,PI570074,Whole above ground biomass at harvest,7900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 36 Column 13,36,13,Sorghum bicolor,PI570087,Whole above ground biomass at harvest,14500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 37 Column 2,37,2,Sorghum bicolor,PI643016,Whole above ground biomass at harvest,11300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 37 Column 4,37,4,Sorghum bicolor,PI585577,Whole above ground biomass at harvest,14700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 39 Column 13,39,13,Sorghum bicolor,PI329865,Whole above ground biomass at harvest,13300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 40 Column 3,40,3,Sorghum bicolor,PI455301,Whole above ground biomass at harvest,13000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 40 Column 14,40,14,Sorghum bicolor,PI585608,Whole above ground biomass at harvest,11300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 41 Column 4,41,4,Sorghum bicolor,PI562985,Whole above ground biomass at harvest,7590,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 42 Column 2,42,2,Sorghum bicolor,PI641825,Whole above ground biomass at harvest,2700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 5,43,5,Sorghum bicolor,PI563355,Whole above ground biomass at harvest,10800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 9,43,9,Sorghum bicolor,PI329319,Whole above ground biomass at harvest,8060,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 15,43,15,Sorghum bicolor,PI330169,Whole above ground biomass at harvest,9790,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 44 Column 3,44,3,Sorghum bicolor,PI533902,Whole above ground biomass at harvest,8820,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 46 Column 2,46,2,Sorghum bicolor,PI535795,Whole above ground biomass at harvest,4030,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 46 Column 4,46,4,Sorghum bicolor,PI570071,Whole above ground biomass at harvest,968,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 46 Column 7,46,7,Sorghum bicolor,PI593916,Whole above ground biomass at harvest,8880,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 47 Column 4,47,4,Sorghum bicolor,PI329605,Whole above ground biomass at harvest,11800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 49 Column 8,49,8,Sorghum bicolor,PI569457,Whole above ground biomass at harvest,10600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 50 Column 9,50,9,Sorghum bicolor,PI329435,Whole above ground biomass at harvest,4760,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 51 Column 4,51,4,Sorghum bicolor,PI152860,Whole above ground biomass at harvest,8230,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 51 Column 9,51,9,Sorghum bicolor,PI505735,Whole above ground biomass at harvest,12300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 52 Column 3,52,3,Sorghum bicolor,SP1516,Whole above ground biomass at harvest,13000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 52 Column 13,52,13,Sorghum bicolor,SP1516,Whole above ground biomass at harvest,12500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 18 Column 10,18,10,Sorghum bicolor,PI570096,Whole above ground biomass at harvest,14400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 29 Column 14,29,14,Sorghum bicolor,PI563006,Whole above ground biomass at harvest,9440,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 40 Column 11,40,11,Sorghum bicolor,PI175919,Whole above ground biomass at harvest,13400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 30 Column 5,30,5,Sorghum bicolor,PI656065,Whole above ground biomass at harvest,8800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 30 Column 15,30,15,Sorghum bicolor,PI641830,Whole above ground biomass at harvest,10500,kg/ha,manual
